dataset_id,variant,kind,group,driver_id,vehicle_id,phone_id,n_copies,canonical_path,all_paths,n_rows,n_cols,columns_raw,unmapped_columns,file_size_bytes,duplicate_canonical_cols,missing_total,missing_pct_max,cols_with_missing,duplicate_rows,inf_values,timestamp_col,date_parse_fail,wall_start,wall_end,t_monotonic,duplicate_timestamps,dt_min,dt_max,dt_mean,dt_std,dt_median,rate_hz,dt_zero,gaps_gt_0p5s,gaps_gt_2s,abnormal_dt,duration_s,has_acc,has_gyro,has_gravity,has_mag,has_orientation,has_gps,has_gps_accuracy,has_vehicle_fields,has_gps_satellites,sats_mean,gps_update_median_s,gps_update_max_s,gps_outages_gt5s,gps_fix_count,gps_hold_ratio,gps_acc_mean,gps_acc_max,lat_min,lat_max,lon_min,lon_max,lat_lon_zero_rows,speed_max_kmh,speed_mean_kmh,gyro_mag_mean,gyro_mag_std,acc_mag_mean,acc_mag_std
S-A7,S,S,a,H,VolvoXC70,BlackberryPriv,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-A7.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-A7.csv,43872,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,7790641,,87744,100.0,gps_sats_raw:43872|date_raw:43872,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-08-31T08:25:31.809999943,2019-08-31T09:38:38.910000086,True,0,0.065,0.136,0.1,0.000882,0.1,10.0,0.0,0.0,0.0,0.0,4387.1,True,True,True,True,True,True,True,False,True,13.16,1.0,23.0,4.0,4321,0.9015,10.677,28.0,50.973503,51.65585,-3.217763,-2.432863,0,30.07,23.676,0.04531,0.03189,9.7798,0.691
S-A8,S,S,a,H,VolvoXC70,BlackberryPriv,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-A8.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-A8.csv,66617,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,11875802,,133234,100.0,gps_sats_raw:66617|date_raw:66617,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-08-31T09:50:20.119999886,2019-08-31T11:41:21.720000029,True,0,0.027,0.173,0.1,0.00097,0.1,10.0,0.0,0.0,0.0,2.0,6661.6,True,True,True,True,True,True,True,False,True,15.71,1.0,16.901,3.0,6564,0.9015,9.794,122.4,51.655445,52.491463,-2.43316,-1.406683,0,29.31,20.348,0.0555,0.04526,9.7425,0.7981
S-A9,S,S,a,H,VolvoXC70,BlackberryPriv,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-A9.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-A9.csv,11962,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,2260778,,23924,100.0,gps_sats_raw:11962|date_raw:11962,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-28T13:31:57.743000031,2019-09-28T15:11:38.242000103,True,0,0.491,0.508,0.5,0.000776,0.5,2.0,0.0,2656.0,0.0,11961.0,5980.5,True,True,True,True,True,True,True,False,True,15.65,1.0,59.5,51.0,4890,0.5912,23.212,132.258,52.43012,52.51459,-2.197581,-1.428275,0,109.76,39.557,0.05895,0.04373,9.7765,0.6589
S-I,S,S,i,G,ToyotaCorollaVerso,HuaweiP20Pro,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-I.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-I.csv,5800,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,983096,,11600,100.0,gps_sats_raw:5800|date_raw:5800,2267,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-12-26T21:19:01.704999924,2019-12-26T21:28:41.605000019,True,2288,0.0,285.379,0.1,3.747198,0.097,10.3093,2288.0,1.0,1.0,2861.0,579.9,True,True,True,True,True,True,True,False,True,15.7,,,,2,0.9997,7.652,24.0,6.442914,6.44293,3.410001,3.410285,0,0.76,0.011,0.00648,0.00324,9.8631,0.0366
S-M,S,S,m,B,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\M (Driver B)\S-M.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\M (Driver B)\S-M.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-M.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-M.csv,105974,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,19798721,,211948,100.0,gps_sats_raw:105974|date_raw:105974,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-07T09:13:29.506000042,2019-09-07T12:10:09.128999949,False,0,0.008,0.107,0.058279,0.023192,0.051,19.6078,0.0,0.0,0.0,44259.0,6175.97,True,True,True,True,True,True,True,False,True,22.54,9.0,130.0,1088.0,1090,0.9897,3.183,13.618,52.357857,52.4792,-1.588746,-1.378485,0,27.02,9.966,0.11866,0.17789,10.0099,0.7175
S-S1,S,S,s,A,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S1\S-S1.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S1\S-S1.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-S1.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-S1.csv,51746,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,9631499,,103492,100.0,gps_sats_raw:51746|date_raw:51746,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-08T10:07:49.546000004,2019-09-08T11:34:04.045000076,True,0,0.089,0.111,0.1,0.000765,0.1,10.0,0.0,0.0,0.0,0.0,5174.5,True,True,True,True,True,True,True,False,True,26.88,9.0,70.001,530.0,531,0.9897,2.879,32.0,52.398403,52.419914,-1.603373,-1.50529,0,18.82,7.431,0.13357,0.12211,9.9615,0.5199
S-S2,S,S,s,A,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S2\S-S2.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S2\S-S2.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-S2.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-S2.csv,93876,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,17469302,,187752,100.0,gps_sats_raw:93876|date_raw:93876,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-08T12:03:51.740999937,2019-09-08T14:40:20.348999977,False,291,0.0,0.112,0.098014,0.013818,0.1,10.0,291.0,0.0,0.0,1864.0,9201.1,True,True,True,True,True,True,True,False,True,25.5,9.0,146.0,938.0,940,0.99,3.017,8.0,52.39031,52.558796,-1.597006,-1.363227,0,28.6,8.087,0.16433,0.17251,9.9926,0.6699
S-S3a,S,S,s,A,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S3a\S-S3a.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S3a\S-S3a.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-S3a.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-S3a.csv,24621,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,4580130,,49242,100.0,gps_sats_raw:24621|date_raw:24621,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-04T19:21:51.493999958,2019-09-04T20:02:53.493999958,True,0,0.087,0.112,0.1,0.000783,0.1,10.0,0.0,0.0,0.0,0.0,2462.0,True,True,True,True,True,True,True,False,True,16.57,9.0,65.0,252.0,253,0.9897,3.615,8.0,52.36264,52.40768,-1.500284,-1.22892,0,26.83,10.613,0.08893,0.10847,9.9244,0.5394
S-S3b,S,S,s,A,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S3b\S-S3b.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S3b\S-S3b.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-S3b.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-S3b.csv,6813,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,1253565,,13626,100.0,gps_sats_raw:6813|date_raw:6813,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-04T20:03:03.493000031,2019-09-04T20:14:29.020999908,False,0,0.095,2026.412,0.397462,24.550989,0.1,10.0,0.0,1.0,1.0,1.0,2707.51,True,True,True,True,True,True,True,False,True,17.9,9.0,11.001,71.0,73,0.9893,3.619,6.0,52.369633,52.37938,-1.261814,-1.252101,0,12.54,5.799,0.14965,0.42995,9.9625,0.9736
S-S3c,S,S,s,A,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S3c\S-S3c.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S3c\S-S3c.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-S3c.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-S3c.csv,37183,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,6881631,,74366,100.0,gps_sats_raw:37183|date_raw:37183,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-04T20:14:28.520999907,2019-09-04T21:16:26.720000029,True,0,0.082,0.121,0.1,0.000855,0.1,10.0,0.0,0.0,0.0,0.0,3718.2,True,True,True,True,True,True,True,False,True,19.27,9.0,60.001,389.0,390,0.9895,4.285,24.0,52.37938,52.437267,-1.519662,-1.236601,0,32.3,11.809,0.07596,0.09646,9.9243,0.4548
S-S4,S,S,s,A,FordFiestaTitanium,HuaweiP20Pro,3,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S4\S-S4.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\S (Driver A)\S4\S-S4.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\S-Dataset\S-S4.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-S4.csv,94600,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,17574514,,189200,100.0,gps_sats_raw:94600|date_raw:94600,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-09-06T18:16:15.111000061,2019-09-06T20:59:08.216000080,False,1799,0.0,0.114,0.058965,0.035682,0.08,12.5,1799.0,0.0,0.0,38819.0,5578.0,True,True,True,True,True,True,True,False,True,19.8,9.0,332.0,928.0,931,0.9902,3.144,24.0,52.370026,52.43819,-1.590086,-1.430474,0,29.35,9.874,0.12664,0.14505,9.9574,0.5663
S-T1,S,S,t,F,RenaultMegane,MotorolaMotoG7Power,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T1.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T1.csv,25759,18,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s),,3801675,,51518,100.0,gps_sats_raw:25759|date_raw:25759,10319,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-08-08T09:14:27.555999994,2019-08-08T09:26:45.934999943,True,10362,0.0,0.452,0.028666,0.062897,0.001,1000.0,10362.0,0.0,0.0,20290.0,738.38,True,True,True,False,False,True,True,False,True,12.99,1.487,17.998,48.0,242,0.9906,5.626,16.08,45.93137,46.430916,-0.548924,-0.29926,0,38.46,29.617,0.04319,0.04226,9.7314,0.369
S-T10,S,S,t,F,RenaultMegane,MotorolaMotoG7Power,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T10.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T10.csv,6699,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,1221658,,13398,100.0,gps_sats_raw:6699|date_raw:6699,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2020-01-04T11:37:56.270999908,2020-01-04T11:49:06.071000099,True,0,0.071,0.128,0.1,0.000948,0.1,10.0,0.0,0.0,0.0,0.0,669.8,True,True,True,True,True,True,True,False,True,13.57,9.001,40.999,55.0,56,0.9916,7.896,32.0,48.874504,48.901104,2.279519,2.340227,0,19.1,9.905,0.04382,0.05669,9.9002,1.1906
S-T11,S,S,t,F,RenaultMegane,MotorolaMotoG7Power,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T11.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T11.csv,5690,24,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|GPS SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s)|MAGNETIC FIELD X (Î¼T)|MAGNETIC FIELD Y (Î¼T)|MAGNETIC FIELD Z (Î¼T)|ORIENTATION (Yaw) (Â°)|ORIENTATION (Pitch) (Â°)|ORIENTATION (Roll ) (Â°),,1030228,,11380,100.0,gps_sats_raw:5690|date_raw:5690,0,0,TIME SINCE START (ms) [+ DATE wall clock],0,2020-01-04T11:52:51.334000111,2020-01-04T12:02:20.234999895,True,0,0.086,0.114,0.1,0.000883,0.1,10.0,0.0,0.0,0.0,0.0,568.9,True,True,True,True,True,True,True,False,True,15.16,9.0,55.001,45.0,46,0.9919,11.899,48.0,48.859264,48.865894,2.299594,2.322507,0,12.68,4.261,0.05754,0.07516,9.9133,1.312
S-T2,S,S,t,F,RenaultMegane,MotorolaMotoG7Power,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T2.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T2.csv,75555,18,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s),,11342719,,151110,100.0,gps_sats_raw:75555|date_raw:75555,2,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-08-09T20:14:08.747999907,2019-08-09T22:20:03.693000078,True,2,0.0,0.115,0.099994,0.001014,0.1,10.0,2.0,0.0,0.0,5.0,7554.94,True,True,True,False,False,True,True,False,True,15.98,9.0,411.1,778.0,779,0.9897,4.725,30.0,46.39089,47.37175,-2.208136,-0.506712,0,39.32,26.71,0.03494,0.03969,9.8064,0.4311
S-T3,S,S,t,F,RenaultMegane,MotorolaMotoG7Power,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T3.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\S-Dataset\S-T3.csv,65859,18,GPS LATITUDE (degrees)|GPS LONGITUDE (degrees)|GPS ALTITUDE (m)|GPS SPEED (Kmh)|GPS ACCURACY (m)|GPS ORIENTATION (Â°)|SATELLITES IN RANGE|TIME SINCE START (ms)|DATE (YYYY-MO-DD HH-MI-SS_SSS)|ACCELEROMETER X (m/s²)|ACCELEROMETER Y (m/s²)|ACCELEROMETER Z (m/s²)|GRAVITY X (m/s²)|GRAVITY Y (m/s²)|GRAVITY Z (m/s²)|GYROSCOPE Yaw (rad/s)|GYROSCOPE Pitch (rad/s)|GYROSCOPE Roll (rad/s),,9838523,,131718,100.0,gps_sats_raw:65859|date_raw:65859,678,0,TIME SINCE START (ms) [+ DATE wall clock],0,2019-08-09T22:35:17.237999916,2019-08-10T00:23:06.479000092,True,678,0.0,0.437,0.09823,0.015551,0.1,10.0,678.0,0.0,0.0,1352.0,6469.24,True,True,True,False,False,True,True,False,True,14.17,9.0,19.0,704.0,717,0.9891,3.389,7.504,45.624,46.429844,-0.551489,0.227603,0,37.77,23.036,0.05145,0.06241,9.8048,0.4673
